htz,deg,m,m/s,target
2.7,0.1524,71.3,0.00243851,128.774
2.7,0.1524,71.3,0.00243851,130.144
2.7,0.1524,71.3,0.00243851,130.644
2.7,0.1524,71.3,0.00243851,130.114
2.7,0.1524,71.3,0.00243851,128.334
2.7,0.1524,71.3,0.00243851,127.054
2.7,0.1524,71.3,0.00243851,126.53399999999999
2.7,0.1524,71.3,0.00243851,124.36399999999999
2.7,0.1524,71.3,0.00243851,121.944
2.7,0.1524,71.3,0.00243851,120.53399999999999
2.7,0.1524,71.3,0.00243851,116.72399999999999
2.7,0.1524,71.3,0.00243851,113.03399999999999
2.7,0.1524,71.3,0.00243851,110.36399999999999
2.7,0.1524,39.6,0.00294804,121.009
2.7,0.1524,39.6,0.00294804,125.809
2.7,0.1524,39.6,0.00294804,128.829
2.7,0.1524,39.6,0.00294804,130.589
2.7,0.1524,39.6,0.00294804,130.829
2.7,0.1524,39.6,0.00294804,130.049
2.7,0.1524,39.6,0.00294804,128.139
2.7,0.1524,39.6,0.00294804,125.589
2.7,0.1524,39.6,0.00294804,122.919
2.7,0.1524,39.6,0.00294804,121.889
2.7,0.1524,39.6,0.00294804,121.499
2.7,0.1524,39.6,0.00294804,119.209
2.7,0.1524,39.6,0.00294804,116.65899999999999
2.7,0.1524,39.6,0.00294804,112.589
2.7,0.1524,39.6,0.00294804,108.649
5.4,0.1524,71.3,0.00401199,124.12100000000001
5.4,0.1524,71.3,0.00401199,126.291
5.4,0.1524,71.3,0.00401199,128.971
5.4,0.1524,71.3,0.00401199,131.281
5.4,0.1524,71.3,0.00401199,133.201
5.4,0.1524,71.3,0.00401199,134.111
5.4,0.1524,71.3,0.00401199,133.241
5.4,0.1524,71.3,0.00401199,131.111
5.4,0.1524,71.3,0.00401199,127.59100000000001
5.4,0.1524,71.3,0.00401199,123.311
5.4,0.1524,71.3,0.00401199,121.431
5.4,0.1524,71.3,0.00401199,120.061
5.4,0.1524,71.3,0.00401199,116.411
5.4,0.1524,55.5,0.00433288,126.807
5.4,0.1524,55.5,0.00433288,129.36700000000002
5.4,0.1524,55.5,0.00433288,131.80700000000002
5.4,0.1524,55.5,0.00433288,133.097
5.4,0.1524,55.5,0.00433288,132.127
5.4,0.1524,55.5,0.00433288,130.77700000000002
5.4,0.1524,55.5,0.00433288,130.567
5.4,0.1524,55.5,0.00433288,128.707
5.4,0.1524,55.5,0.00433288,124.07700000000001
5.4,0.1524,55.5,0.00433288,121.587
5.4,0.1524,55.5,0.00433288,119.73700000000001
5.4,0.1524,55.5,0.00433288,118.757
5.4,0.1524,55.5,0.00433288,117.287
5.4,0.1524,55.5,0.00433288,114.927
5.4,0.1524,39.6,0.00485029,125.34700000000001
5.4,0.1524,39.6,0.00485029,127.637
5.4,0.1524,39.6,0.00485029,129.937
5.4,0.1524,39.6,0.00485029,132.357
5.4,0.1524,39.6,0.00485029,132.757
5.4,0.1524,39.6,0.00485029,130.507
5.4,0.1524,39.6,0.00485029,127.117
5.4,0.1524,39.6,0.00485029,126.26700000000001
5.4,0.1524,39.6,0.00485029,124.647
5.4,0.1524,39.6,0.00485029,120.49700000000001
5.4,0.1524,39.6,0.00485029,119.137
5.4,0.1524,39.6,0.00485029,117.137
5.4,0.1524,39.6,0.00485029,117.037
5.4,0.1524,39.6,0.00485029,116.677
5.4,0.1524,31.7,0.00525474,125.741
5.4,0.1524,31.7,0.00525474,127.781
5.4,0.1524,31.7,0.00525474,129.681
5.4,0.1524,31.7,0.00525474,131.471
5.4,0.1524,31.7,0.00525474,131.491
5.4,0.1524,31.7,0.00525474,128.241
5.4,0.1524,31.7,0.00525474,123.991
5.4,0.1524,31.7,0.00525474,123.76100000000001
5.4,0.1524,31.7,0.00525474,122.771
5.4,0.1524,31.7,0.00525474,119.15100000000001
5.4,0.1524,31.7,0.00525474,118.291
5.4,0.1524,31.7,0.00525474,116.181
5.4,0.1524,31.7,0.00525474,115.691
5.4,0.1524,31.7,0.00525474,115.59100000000001
7.2,0.1524,71.3,0.00752039,128.713
7.2,0.1524,71.3,0.00752039,130.123
7.2,0.1524,71.3,0.00752039,132.043
7.2,0.1524,71.3,0.00752039,134.85299999999998
7.2,0.1524,71.3,0.00752039,136.023
7.2,0.1524,71.3,0.00752039,134.273
7.2,0.1524,71.3,0.00752039,132.513
7.2,0.1524,71.3,0.00752039,130.893
7.2,0.1524,71.3,0.00752039,128.643
7.2,0.1524,71.3,0.00752039,124.353
7.2,0.1524,71.3,0.00752039,116.78299999999999
7.2,0.1524,71.3,0.00752039,119.34299999999999
7.2,0.1524,71.3,0.00752039,118.34299999999999
7.2,0.1524,71.3,0.00752039,116.603
7.2,0.1524,71.3,0.00752039,113.333
7.2,0.1524,71.3,0.00752039,110.31299999999999
7.2,0.1524,39.6,0.00909175,127.488
7.2,0.1524,39.6,0.00909175,130.558
7.2,0.1524,39.6,0.00909175,132.118
7.2,0.1524,39.6,0.00909175,132.658
7.2,0.1524,39.6,0.00909175,133.19799999999998
7.2,0.1524,39.6,0.00909175,132.358
7.2,0.1524,39.6,0.00909175,128.338
7.2,0.1524,39.6,0.00909175,122.428
7.2,0.1524,39.6,0.00909175,120.05799999999999
7.2,0.1524,39.6,0.00909175,120.228
7.2,0.1524,39.6,0.00909175,117.478
7.2,0.1524,39.6,0.00909175,111.818
7.2,0.1524,39.6,0.00909175,114.258
7.2,0.1524,39.6,0.00909175,113.288
7.2,0.1524,39.6,0.00909175,112.68799999999999
7.2,0.1524,39.6,0.00909175,111.588
7.2,0.1524,39.6,0.00909175,110.868
9.9,0.1524,71.3,0.019300099999999997,134.319
9.9,0.1524,71.3,0.019300099999999997,135.329
9.9,0.1524,71.3,0.019300099999999997,135.459
9.9,0.1524,71.3,0.019300099999999997,135.079
9.9,0.1524,71.3,0.019300099999999997,131.279
9.9,0.1524,71.3,0.019300099999999997,129.889
9.9,0.1524,71.3,0.019300099999999997,128.879
9.9,0.1524,71.3,0.019300099999999997,126.34899999999999
9.9,0.1524,71.3,0.019300099999999997,122.679
9.9,0.1524,71.3,0.019300099999999997,121.789
9.9,0.1524,71.3,0.019300099999999997,120.779
9.9,0.1524,71.3,0.019300099999999997,119.639
9.9,0.1524,71.3,0.019300099999999997,116.84899999999999
9.9,0.1524,71.3,0.019300099999999997,115.079
9.9,0.1524,71.3,0.019300099999999997,114.569
9.9,0.1524,71.3,0.019300099999999997,112.039
9.9,0.1524,55.5,0.0208438,131.955
9.9,0.1524,55.5,0.0208438,133.235
9.9,0.1524,55.5,0.0208438,132.355
9.9,0.1524,55.5,0.0208438,131.605
9.9,0.1524,55.5,0.0208438,127.815
9.9,0.1524,55.5,0.0208438,127.315
9.9,0.1524,55.5,0.0208438,126.565
9.9,0.1524,55.5,0.0208438,124.665
9.9,0.1524,55.5,0.0208438,121.635
9.9,0.1524,55.5,0.0208438,119.875
9.9,0.1524,55.5,0.0208438,119.505
9.9,0.1524,55.5,0.0208438,118.365
9.9,0.1524,55.5,0.0208438,115.085
9.9,0.1524,55.5,0.0208438,112.945
9.9,0.1524,55.5,0.0208438,112.065
9.9,0.1524,55.5,0.0208438,110.555
9.9,0.1524,39.6,0.0233328,127.315
9.9,0.1524,39.6,0.0233328,128.335
9.9,0.1524,39.6,0.0233328,128.595
9.9,0.1524,39.6,0.0233328,128.345
9.9,0.1524,39.6,0.0233328,126.835
9.9,0.1524,39.6,0.0233328,126.465
9.9,0.1524,39.6,0.0233328,126.345
9.9,0.1524,39.6,0.0233328,123.835
9.9,0.1524,39.6,0.0233328,120.555
9.9,0.1524,39.6,0.0233328,118.545
9.9,0.1524,39.6,0.0233328,117.925
9.9,0.1524,39.6,0.0233328,116.295
9.9,0.1524,39.6,0.0233328,113.525
9.9,0.1524,39.6,0.0233328,112.265
9.9,0.1524,39.6,0.0233328,111.135
9.9,0.1524,39.6,0.0233328,109.885
9.9,0.1524,31.7,0.0252785,127.29899999999999
9.9,0.1524,31.7,0.0252785,128.559
9.9,0.1524,31.7,0.0252785,128.809
9.9,0.1524,31.7,0.0252785,128.939
9.9,0.1524,31.7,0.0252785,127.179
9.9,0.1524,31.7,0.0252785,126.04899999999999
9.9,0.1524,31.7,0.0252785,125.539
9.9,0.1524,31.7,0.0252785,122.149
9.9,0.1524,31.7,0.0252785,118.619
9.9,0.1524,31.7,0.0252785,117.119
9.9,0.1524,31.7,0.0252785,116.859
9.9,0.1524,31.7,0.0252785,114.729
9.9,0.1524,31.7,0.0252785,112.209
9.9,0.1524,31.7,0.0252785,111.459
9.9,0.1524,31.7,0.0252785,109.949
9.9,0.1524,31.7,0.0252785,108.689
12.6,0.1524,71.3,0.0483159,128.35399999999998
12.6,0.1524,71.3,0.0483159,129.744
12.6,0.1524,71.3,0.0483159,128.484
12.6,0.1524,71.3,0.0483159,127.094
12.6,0.1524,71.3,0.0483159,121.664
12.6,0.1524,71.3,0.0483159,123.304
12.6,0.1524,71.3,0.0483159,123.054
12.6,0.1524,71.3,0.0483159,122.044
12.6,0.1524,71.3,0.0483159,120.154
12.6,0.1524,71.3,0.0483159,120.53399999999999
12.6,0.1524,71.3,0.0483159,117.50399999999999
12.6,0.1524,71.3,0.0483159,115.234
12.6,0.1524,71.3,0.0483159,113.334
12.6,0.1524,71.3,0.0483159,108.03399999999999
12.6,0.1524,71.3,0.0483159,108.03399999999999
12.6,0.1524,71.3,0.0483159,107.28399999999999
12.6,0.1524,39.6,0.058411300000000006,114.75
12.6,0.1524,39.6,0.058411300000000006,115.89
12.6,0.1524,39.6,0.058411300000000006,116.02
12.6,0.1524,39.6,0.058411300000000006,115.91
12.6,0.1524,39.6,0.058411300000000006,114.9
12.6,0.1524,39.6,0.058411300000000006,116.55
12.6,0.1524,39.6,0.058411300000000006,116.56
12.6,0.1524,39.6,0.058411300000000006,114.67
12.6,0.1524,39.6,0.058411300000000006,112.16
12.6,0.1524,39.6,0.058411300000000006,110.78
12.6,0.1524,39.6,0.058411300000000006,109.52
12.6,0.1524,39.6,0.058411300000000006,106.88
12.6,0.1524,39.6,0.058411300000000006,106.26
12.6,0.1524,39.6,0.058411300000000006,104.5
12.6,0.1524,39.6,0.058411300000000006,104.13
12.6,0.1524,39.6,0.058411300000000006,103.38
0.0,0.0508,71.3,0.000740478,130.96
0.0,0.0508,71.3,0.000740478,129.45
0.0,0.0508,71.3,0.000740478,128.56
0.0,0.0508,71.3,0.000740478,129.68
0.0,0.0508,71.3,0.000740478,131.06
0.0,0.0508,71.3,0.000740478,131.31
0.0,0.0508,71.3,0.000740478,135.07
0.0,0.0508,71.3,0.000740478,134.43
0.0,0.0508,71.3,0.000740478,134.43
0.0,0.0508,71.3,0.000740478,133.04
0.0,0.0508,71.3,0.000740478,130.89
0.0,0.0508,71.3,0.000740478,128.74
0.0,0.0508,71.3,0.000740478,125.22
0.0,0.0508,55.5,0.00076193,124.336
0.0,0.0508,55.5,0.00076193,125.586
0.0,0.0508,55.5,0.00076193,127.07600000000001
0.0,0.0508,55.5,0.00076193,128.576
0.0,0.0508,55.5,0.00076193,131.45600000000002
0.0,0.0508,55.5,0.00076193,133.95600000000002
0.0,0.0508,55.5,0.00076193,134.826
0.0,0.0508,55.5,0.00076193,134.946
0.0,0.0508,55.5,0.00076193,134.556
0.0,0.0508,55.5,0.00076193,132.796
0.0,0.0508,55.5,0.00076193,130.156
0.0,0.0508,55.5,0.00076193,127.63600000000001
0.0,0.0508,55.5,0.00076193,125.376
0.0,0.0508,39.6,0.000791822,126.508
0.0,0.0508,39.6,0.000791822,127.63799999999999
0.0,0.0508,39.6,0.000791822,129.148
0.0,0.0508,39.6,0.000791822,130.908
0.0,0.0508,39.6,0.000791822,132.918
0.0,0.0508,39.6,0.000791822,134.938
0.0,0.0508,39.6,0.000791822,135.938
0.0,0.0508,39.6,0.000791822,135.308
0.0,0.0508,39.6,0.000791822,134.308
0.0,0.0508,39.6,0.000791822,131.918
0.0,0.0508,39.6,0.000791822,128.518
0.0,0.0508,39.6,0.000791822,125.99799999999999
0.0,0.0508,39.6,0.000791822,123.988
0.0,0.0508,31.7,0.000812164,122.79
0.0,0.0508,31.7,0.000812164,126.78
0.0,0.0508,31.7,0.000812164,129.27
0.0,0.0508,31.7,0.000812164,131.01
0.0,0.0508,31.7,0.000812164,133.01
0.0,0.0508,31.7,0.000812164,134.87
0.0,0.0508,31.7,0.000812164,135.49
0.0,0.0508,31.7,0.000812164,134.11
0.0,0.0508,31.7,0.000812164,133.23
0.0,0.0508,31.7,0.000812164,130.34
0.0,0.0508,31.7,0.000812164,126.59
0.0,0.0508,31.7,0.000812164,122.45
0.0,0.0508,31.7,0.000812164,119.07
4.2,0.0508,71.3,0.00142788,124.318
4.2,0.0508,71.3,0.00142788,129.84799999999998
4.2,0.0508,71.3,0.00142788,131.97799999999998
4.2,0.0508,71.3,0.00142788,133.72799999999998
4.2,0.0508,71.3,0.00142788,133.59799999999998
4.2,0.0508,71.3,0.00142788,132.828
4.2,0.0508,71.3,0.00142788,129.308
4.2,0.0508,71.3,0.00142788,125.26799999999999
4.2,0.0508,71.3,0.00142788,121.238
4.2,0.0508,71.3,0.00142788,117.32799999999999
4.2,0.0508,39.6,0.00152689,125.647
4.2,0.0508,39.6,0.00152689,128.42700000000002
4.2,0.0508,39.6,0.00152689,130.197
4.2,0.0508,39.6,0.00152689,132.58700000000002
4.2,0.0508,39.6,0.00152689,133.847
4.2,0.0508,39.6,0.00152689,133.58700000000002
4.2,0.0508,39.6,0.00152689,131.80700000000002
4.2,0.0508,39.6,0.00152689,129.77700000000002
4.2,0.0508,39.6,0.00152689,125.71700000000001
4.2,0.0508,39.6,0.00152689,120.397
4.2,0.0508,39.6,0.00152689,116.96700000000001
8.4,0.0508,71.3,0.00529514,127.556
8.4,0.0508,71.3,0.00529514,129.946
8.4,0.0508,71.3,0.00529514,132.086
8.4,0.0508,71.3,0.00529514,133.846
8.4,0.0508,71.3,0.00529514,134.476
8.4,0.0508,71.3,0.00529514,134.226
8.4,0.0508,71.3,0.00529514,131.966
8.4,0.0508,71.3,0.00529514,126.926
8.4,0.0508,71.3,0.00529514,121.146
8.4,0.0508,55.5,0.00544854,121.58200000000001
8.4,0.0508,55.5,0.00544854,123.742
8.4,0.0508,55.5,0.00544854,126.152
8.4,0.0508,55.5,0.00544854,128.562
8.4,0.0508,55.5,0.00544854,130.722
8.4,0.0508,55.5,0.00544854,132.252
8.4,0.0508,55.5,0.00544854,133.032
8.4,0.0508,55.5,0.00544854,133.042
8.4,0.0508,55.5,0.00544854,131.542
8.4,0.0508,55.5,0.00544854,128.40200000000002
8.4,0.0508,55.5,0.00544854,122.61200000000001
8.4,0.0508,55.5,0.00544854,115.81200000000001
8.4,0.0508,39.6,0.00566229,120.015
8.4,0.0508,39.6,0.00566229,122.905
8.4,0.0508,39.6,0.00566229,126.045
8.4,0.0508,39.6,0.00566229,128.435
8.4,0.0508,39.6,0.00566229,130.195
8.4,0.0508,39.6,0.00566229,131.205
8.4,0.0508,39.6,0.00566229,130.965
8.4,0.0508,39.6,0.00566229,129.965
8.4,0.0508,39.6,0.00566229,127.465
8.4,0.0508,39.6,0.00566229,123.965
8.4,0.0508,39.6,0.00566229,118.955
8.4,0.0508,31.7,0.00580776,120.07600000000001
8.4,0.0508,31.7,0.00580776,122.96600000000001
8.4,0.0508,31.7,0.00580776,125.85600000000001
8.4,0.0508,31.7,0.00580776,128.246
8.4,0.0508,31.7,0.00580776,129.516
8.4,0.0508,31.7,0.00580776,130.156
8.4,0.0508,31.7,0.00580776,129.296
8.4,0.0508,31.7,0.00580776,127.686
8.4,0.0508,31.7,0.00580776,125.57600000000001
8.4,0.0508,31.7,0.00580776,122.086
8.4,0.0508,31.7,0.00580776,118.10600000000001
11.2,0.0508,71.3,0.014072,125.941
11.2,0.0508,71.3,0.014072,127.101
11.2,0.0508,71.3,0.014072,128.381
11.2,0.0508,71.3,0.014072,129.281
11.2,0.0508,71.3,0.014072,130.311
11.2,0.0508,71.3,0.014072,133.611
11.2,0.0508,71.3,0.014072,136.031
11.2,0.0508,71.3,0.014072,136.941
11.2,0.0508,71.3,0.014072,136.191
11.2,0.0508,71.3,0.014072,135.191
11.2,0.0508,71.3,0.014072,133.311
11.2,0.0508,71.3,0.014072,130.541
11.2,0.0508,71.3,0.014072,127.141
11.2,0.0508,71.3,0.014072,122.471
11.2,0.0508,39.6,0.015047799999999998,125.01
11.2,0.0508,39.6,0.015047799999999998,126.43
11.2,0.0508,39.6,0.015047799999999998,128.99
11.2,0.0508,39.6,0.015047799999999998,130.67
11.2,0.0508,39.6,0.015047799999999998,131.96
11.2,0.0508,39.6,0.015047799999999998,133.13
11.2,0.0508,39.6,0.015047799999999998,133.79
11.2,0.0508,39.6,0.015047799999999998,132.43
11.2,0.0508,39.6,0.015047799999999998,130.05
11.2,0.0508,39.6,0.015047799999999998,126.54
11.2,0.0508,39.6,0.015047799999999998,124.42
11.2,0.0508,39.6,0.015047799999999998,122.17
11.2,0.0508,39.6,0.015047799999999998,119.67
11.2,0.0508,39.6,0.015047799999999998,115.52
15.4,0.0508,71.3,0.0264269,123.595
15.4,0.0508,71.3,0.0264269,124.835
15.4,0.0508,71.3,0.0264269,126.195
15.4,0.0508,71.3,0.0264269,126.805
15.4,0.0508,71.3,0.0264269,127.285
15.4,0.0508,71.3,0.0264269,129.645
15.4,0.0508,71.3,0.0264269,131.515
15.4,0.0508,71.3,0.0264269,131.865
15.4,0.0508,71.3,0.0264269,130.845
15.4,0.0508,71.3,0.0264269,130.065
15.4,0.0508,71.3,0.0264269,129.285
15.4,0.0508,71.3,0.0264269,127.625
15.4,0.0508,71.3,0.0264269,125.715
15.4,0.0508,71.3,0.0264269,122.675
15.4,0.0508,71.3,0.0264269,119.135
15.4,0.0508,71.3,0.0264269,115.215
15.4,0.0508,71.3,0.0264269,112.675
15.4,0.0508,55.5,0.0271925,122.94
15.4,0.0508,55.5,0.0271925,124.17
15.4,0.0508,55.5,0.0271925,125.39
15.4,0.0508,55.5,0.0271925,126.5
15.4,0.0508,55.5,0.0271925,127.22
15.4,0.0508,55.5,0.0271925,129.33
15.4,0.0508,55.5,0.0271925,130.43
15.4,0.0508,55.5,0.0271925,130.4
15.4,0.0508,55.5,0.0271925,130.0
15.4,0.0508,55.5,0.0271925,128.2
15.4,0.0508,55.5,0.0271925,127.04
15.4,0.0508,55.5,0.0271925,125.63
15.4,0.0508,55.5,0.0271925,123.46
15.4,0.0508,55.5,0.0271925,120.92
15.4,0.0508,55.5,0.0271925,117.11
15.4,0.0508,55.5,0.0271925,112.93
15.4,0.0508,39.6,0.0282593,121.78299999999999
15.4,0.0508,39.6,0.0282593,122.89299999999999
15.4,0.0508,39.6,0.0282593,124.493
15.4,0.0508,39.6,0.0282593,125.353
15.4,0.0508,39.6,0.0282593,125.963
15.4,0.0508,39.6,0.0282593,127.443
15.4,0.0508,39.6,0.0282593,128.423
15.4,0.0508,39.6,0.0282593,127.89299999999999
15.4,0.0508,39.6,0.0282593,126.743
15.4,0.0508,39.6,0.0282593,124.84299999999999
15.4,0.0508,39.6,0.0282593,123.443
15.4,0.0508,39.6,0.0282593,122.413
15.4,0.0508,39.6,0.0282593,120.51299999999999
15.4,0.0508,39.6,0.0282593,118.113
15.4,0.0508,39.6,0.0282593,114.45299999999999
15.4,0.0508,39.6,0.0282593,109.663
15.4,0.0508,31.7,0.028985300000000002,119.975
15.4,0.0508,31.7,0.028985300000000002,121.225
15.4,0.0508,31.7,0.028985300000000002,122.845
15.4,0.0508,31.7,0.028985300000000002,123.705
15.4,0.0508,31.7,0.028985300000000002,123.695
15.4,0.0508,31.7,0.028985300000000002,124.685
15.4,0.0508,31.7,0.028985300000000002,125.555
15.4,0.0508,31.7,0.028985300000000002,124.525
15.4,0.0508,31.7,0.028985300000000002,123.255
15.4,0.0508,31.7,0.028985300000000002,121.485
15.4,0.0508,31.7,0.028985300000000002,120.835
15.4,0.0508,31.7,0.028985300000000002,119.945
15.4,0.0508,31.7,0.028985300000000002,118.045
15.4,0.0508,31.7,0.028985300000000002,115.635
15.4,0.0508,31.7,0.028985300000000002,112.355
15.4,0.0508,31.7,0.028985300000000002,108.185
19.7,0.0508,71.3,0.034118300000000004,118.005
19.7,0.0508,71.3,0.034118300000000004,119.115
19.7,0.0508,71.3,0.034118300000000004,121.235
19.7,0.0508,71.3,0.034118300000000004,123.865
19.7,0.0508,71.3,0.034118300000000004,126.995
19.7,0.0508,71.3,0.034118300000000004,128.365
19.7,0.0508,71.3,0.034118300000000004,124.555
19.7,0.0508,71.3,0.034118300000000004,121.885
19.7,0.0508,71.3,0.034118300000000004,121.485
19.7,0.0508,71.3,0.034118300000000004,120.575
19.7,0.0508,71.3,0.034118300000000004,120.055
19.7,0.0508,71.3,0.034118300000000004,118.385
19.7,0.0508,71.3,0.034118300000000004,116.225
19.7,0.0508,71.3,0.034118300000000004,113.045
19.7,0.0508,39.6,0.036483999999999996,125.97399999999999
19.7,0.0508,39.6,0.036483999999999996,127.22399999999999
19.7,0.0508,39.6,0.036483999999999996,129.864
19.7,0.0508,39.6,0.036483999999999996,130.614
19.7,0.0508,39.6,0.036483999999999996,128.444
19.7,0.0508,39.6,0.036483999999999996,120.324
19.7,0.0508,39.6,0.036483999999999996,119.17399999999999
19.7,0.0508,39.6,0.036483999999999996,118.904
19.7,0.0508,39.6,0.036483999999999996,118.634
19.7,0.0508,39.6,0.036483999999999996,117.604
19.7,0.0508,39.6,0.036483999999999996,117.72399999999999
19.7,0.0508,39.6,0.036483999999999996,116.184
19.7,0.0508,39.6,0.036483999999999996,113.00399999999999
19.7,0.0508,39.6,0.036483999999999996,108.684
0.0,0.0254,71.3,0.00040068199999999997,133.707
0.0,0.0254,71.3,0.00040068199999999997,137.007
0.0,0.0254,71.3,0.00040068199999999997,138.55700000000002
0.0,0.0254,71.3,0.00040068199999999997,136.83700000000002
0.0,0.0254,71.3,0.00040068199999999997,134.987
0.0,0.0254,71.3,0.00040068199999999997,129.86700000000002
0.0,0.0254,71.3,0.00040068199999999997,130.787
0.0,0.0254,71.3,0.00040068199999999997,133.207
0.0,0.0254,71.3,0.00040068199999999997,130.477
0.0,0.0254,71.3,0.00040068199999999997,123.21700000000001
0.0,0.0254,55.5,0.00041229,127.62299999999999
0.0,0.0254,55.5,0.00041229,130.07299999999998
0.0,0.0254,55.5,0.00041229,130.503
0.0,0.0254,55.5,0.00041229,133.22299999999998
0.0,0.0254,55.5,0.00041229,135.803
0.0,0.0254,55.5,0.00041229,136.10299999999998
0.0,0.0254,55.5,0.00041229,136.16299999999998
0.0,0.0254,55.5,0.00041229,134.563
0.0,0.0254,55.5,0.00041229,131.453
0.0,0.0254,55.5,0.00041229,125.68299999999999
0.0,0.0254,55.5,0.00041229,121.93299999999999
0.0,0.0254,39.6,0.00042846400000000004,124.156
0.0,0.0254,39.6,0.00042846400000000004,130.026
0.0,0.0254,39.6,0.00042846400000000004,131.836
0.0,0.0254,39.6,0.00042846400000000004,133.276
0.0,0.0254,39.6,0.00042846400000000004,135.346
0.0,0.0254,39.6,0.00042846400000000004,136.536
0.0,0.0254,39.6,0.00042846400000000004,136.826
0.0,0.0254,39.6,0.00042846400000000004,135.866
0.0,0.0254,39.6,0.00042846400000000004,133.376
0.0,0.0254,39.6,0.00042846400000000004,129.116
0.0,0.0254,39.6,0.00042846400000000004,124.986
0.0,0.0254,31.7,0.000439472,125.12700000000001
0.0,0.0254,31.7,0.000439472,127.947
0.0,0.0254,31.7,0.000439472,129.267
0.0,0.0254,31.7,0.000439472,130.697
0.0,0.0254,31.7,0.000439472,132.89700000000002
0.0,0.0254,31.7,0.000439472,135.227
0.0,0.0254,31.7,0.000439472,137.047
0.0,0.0254,31.7,0.000439472,138.607
0.0,0.0254,31.7,0.000439472,138.537
0.0,0.0254,31.7,0.000439472,137.207
0.0,0.0254,31.7,0.000439472,134.227
0.0,0.0254,31.7,0.000439472,128.977
0.0,0.0254,31.7,0.000439472,125.62700000000001
4.8,0.0254,71.3,0.000848633,128.398
4.8,0.0254,71.3,0.000848633,130.828
4.8,0.0254,71.3,0.000848633,133.378
4.8,0.0254,71.3,0.000848633,134.928
4.8,0.0254,71.3,0.000848633,135.468
4.8,0.0254,71.3,0.000848633,134.498
4.8,0.0254,71.3,0.000848633,131.518
4.8,0.0254,71.3,0.000848633,127.398
