htz,deg,m,m/s,target
4.8,0.0254,71.3,0.000848633,127.68799999999999
4.8,0.0254,71.3,0.000848633,124.208
4.8,0.0254,71.3,0.000848633,119.708
4.8,0.0254,55.5,0.000873218,121.47399999999999
4.8,0.0254,55.5,0.000873218,125.054
4.8,0.0254,55.5,0.000873218,129.144
4.8,0.0254,55.5,0.000873218,132.35399999999998
4.8,0.0254,55.5,0.000873218,133.924
4.8,0.0254,55.5,0.000873218,135.484
4.8,0.0254,55.5,0.000873218,135.164
4.8,0.0254,55.5,0.000873218,132.184
4.8,0.0254,55.5,0.000873218,126.944
4.8,0.0254,55.5,0.000873218,125.094
4.8,0.0254,55.5,0.000873218,124.39399999999999
4.8,0.0254,55.5,0.000873218,121.28399999999999
4.8,0.0254,39.6,0.000907475,116.366
4.8,0.0254,39.6,0.000907475,118.696
4.8,0.0254,39.6,0.000907475,120.766
4.8,0.0254,39.6,0.000907475,122.956
4.8,0.0254,39.6,0.000907475,125.02600000000001
4.8,0.0254,39.6,0.000907475,125.96600000000001
4.8,0.0254,39.6,0.000907475,128.916
4.8,0.0254,39.6,0.000907475,131.236
4.8,0.0254,39.6,0.000907475,133.436
4.8,0.0254,39.6,0.000907475,134.996
4.8,0.0254,39.6,0.000907475,135.42600000000002
4.8,0.0254,39.6,0.000907475,134.336
4.8,0.0254,39.6,0.000907475,131.346
4.8,0.0254,39.6,0.000907475,126.066
4.8,0.0254,31.7,0.0009307889999999999,116.12799999999999
4.8,0.0254,31.7,0.0009307889999999999,120.07799999999999
4.8,0.0254,31.7,0.0009307889999999999,122.648
4.8,0.0254,31.7,0.0009307889999999999,125.348
4.8,0.0254,31.7,0.0009307889999999999,127.40799999999999
4.8,0.0254,31.7,0.0009307889999999999,128.718
4.8,0.0254,31.7,0.0009307889999999999,130.148
4.8,0.0254,31.7,0.0009307889999999999,132.588
4.8,0.0254,31.7,0.0009307889999999999,134.268
4.8,0.0254,31.7,0.0009307889999999999,135.328
4.8,0.0254,31.7,0.0009307889999999999,135.248
4.8,0.0254,31.7,0.0009307889999999999,132.898
4.8,0.0254,31.7,0.0009307889999999999,127.008
9.5,0.0254,71.3,0.00420654,125.726
9.5,0.0254,71.3,0.00420654,127.206
9.5,0.0254,71.3,0.00420654,129.556
9.5,0.0254,71.3,0.00420654,131.656
9.5,0.0254,71.3,0.00420654,133.756
9.5,0.0254,71.3,0.00420654,134.976
9.5,0.0254,71.3,0.00420654,135.95600000000002
9.5,0.0254,71.3,0.00420654,136.166
9.5,0.0254,71.3,0.00420654,134.236
9.5,0.0254,71.3,0.00420654,131.186
9.5,0.0254,71.3,0.00420654,127.24600000000001
9.5,0.0254,55.5,0.0043284,120.95200000000001
9.5,0.0254,55.5,0.0043284,123.08200000000001
9.5,0.0254,55.5,0.0043284,125.45200000000001
9.5,0.0254,55.5,0.0043284,128.082
9.5,0.0254,55.5,0.0043284,130.332
9.5,0.0254,55.5,0.0043284,132.202
9.5,0.0254,55.5,0.0043284,133.062
9.5,0.0254,55.5,0.0043284,134.05200000000002
9.5,0.0254,55.5,0.0043284,134.15200000000002
9.5,0.0254,55.5,0.0043284,133.252
9.5,0.0254,55.5,0.0043284,131.582
9.5,0.0254,55.5,0.0043284,128.412
9.5,0.0254,55.5,0.0043284,124.22200000000001
9.5,0.0254,39.6,0.00449821,116.074
9.5,0.0254,39.6,0.00449821,116.92399999999999
9.5,0.0254,39.6,0.00449821,119.294
9.5,0.0254,39.6,0.00449821,121.154
9.5,0.0254,39.6,0.00449821,123.89399999999999
9.5,0.0254,39.6,0.00449821,126.514
9.5,0.0254,39.6,0.00449821,129.014
9.5,0.0254,39.6,0.00449821,130.374
9.5,0.0254,39.6,0.00449821,130.964
9.5,0.0254,39.6,0.00449821,131.184
9.5,0.0254,39.6,0.00449821,131.274
9.5,0.0254,39.6,0.00449821,131.234
9.5,0.0254,39.6,0.00449821,129.934
9.5,0.0254,39.6,0.00449821,127.86399999999999
9.5,0.0254,39.6,0.00449821,125.044
9.5,0.0254,39.6,0.00449821,120.324
9.5,0.0254,31.7,0.00461377,119.146
9.5,0.0254,31.7,0.00461377,120.13600000000001
9.5,0.0254,31.7,0.00461377,122.766
9.5,0.0254,31.7,0.00461377,124.756
9.5,0.0254,31.7,0.00461377,126.88600000000001
9.5,0.0254,31.7,0.00461377,129.006
9.5,0.0254,31.7,0.00461377,130.746
9.5,0.0254,31.7,0.00461377,131.346
9.5,0.0254,31.7,0.00461377,131.446
9.5,0.0254,31.7,0.00461377,131.036
9.5,0.0254,31.7,0.00461377,130.496
9.5,0.0254,31.7,0.00461377,130.086
9.5,0.0254,31.7,0.00461377,128.536
9.5,0.0254,31.7,0.00461377,126.736
9.5,0.0254,31.7,0.00461377,124.426
9.5,0.0254,31.7,0.00461377,120.726
12.7,0.0254,71.3,0.012180799999999999,119.698
12.7,0.0254,71.3,0.012180799999999999,122.93799999999999
12.7,0.0254,71.3,0.012180799999999999,125.04799999999999
12.7,0.0254,71.3,0.012180799999999999,126.898
12.7,0.0254,71.3,0.012180799999999999,128.878
12.7,0.0254,71.3,0.012180799999999999,130.34799999999998
12.7,0.0254,71.3,0.012180799999999999,131.69799999999998
12.7,0.0254,71.3,0.012180799999999999,133.048
12.7,0.0254,71.3,0.012180799999999999,134.528
12.7,0.0254,71.3,0.012180799999999999,134.22799999999998
12.7,0.0254,71.3,0.012180799999999999,134.058
12.7,0.0254,71.3,0.012180799999999999,133.75799999999998
12.7,0.0254,71.3,0.012180799999999999,131.808
12.7,0.0254,71.3,0.012180799999999999,128.97799999999998
12.7,0.0254,71.3,0.012180799999999999,125.398
12.7,0.0254,71.3,0.012180799999999999,120.538
12.7,0.0254,71.3,0.012180799999999999,114.41799999999999
12.7,0.0254,39.6,0.013025299999999998,121.54700000000001
12.7,0.0254,39.6,0.013025299999999998,123.537
12.7,0.0254,39.6,0.013025299999999998,125.527
12.7,0.0254,39.6,0.013025299999999998,127.12700000000001
12.7,0.0254,39.6,0.013025299999999998,128.86700000000002
12.7,0.0254,39.6,0.013025299999999998,130.217
12.7,0.0254,39.6,0.013025299999999998,130.947
12.7,0.0254,39.6,0.013025299999999998,130.77700000000002
12.7,0.0254,39.6,0.013025299999999998,129.977
12.7,0.0254,39.6,0.013025299999999998,129.567
12.7,0.0254,39.6,0.013025299999999998,129.02700000000002
12.7,0.0254,39.6,0.013025299999999998,127.84700000000001
12.7,0.0254,39.6,0.013025299999999998,126.537
12.7,0.0254,39.6,0.013025299999999998,125.10700000000001
12.7,0.0254,39.6,0.013025299999999998,123.177
12.7,0.0254,39.6,0.013025299999999998,120.60700000000001
12.7,0.0254,39.6,0.013025299999999998,116.01700000000001
17.4,0.0254,71.3,0.016104,112.506
17.4,0.0254,71.3,0.016104,113.796
17.4,0.0254,71.3,0.016104,115.846
17.4,0.0254,71.3,0.016104,117.396
17.4,0.0254,71.3,0.016104,119.806
17.4,0.0254,71.3,0.016104,122.60600000000001
17.4,0.0254,71.3,0.016104,124.27600000000001
17.4,0.0254,71.3,0.016104,125.816
17.4,0.0254,71.3,0.016104,126.35600000000001
17.4,0.0254,71.3,0.016104,126.406
17.4,0.0254,71.3,0.016104,126.82600000000001
17.4,0.0254,71.3,0.016104,126.74600000000001
17.4,0.0254,71.3,0.016104,126.536
17.4,0.0254,71.3,0.016104,125.586
17.4,0.0254,71.3,0.016104,123.126
17.4,0.0254,71.3,0.016104,119.916
17.4,0.0254,71.3,0.016104,115.46600000000001
17.4,0.0254,55.5,0.016570599999999998,109.95100000000001
17.4,0.0254,55.5,0.016570599999999998,110.491
17.4,0.0254,55.5,0.016570599999999998,111.911
17.4,0.0254,55.5,0.016570599999999998,115.461
17.4,0.0254,55.5,0.016570599999999998,119.62100000000001
17.4,0.0254,55.5,0.016570599999999998,122.411
17.4,0.0254,55.5,0.016570599999999998,123.09100000000001
17.4,0.0254,55.5,0.016570599999999998,126.001
17.4,0.0254,55.5,0.016570599999999998,129.30100000000002
17.4,0.0254,55.5,0.016570599999999998,126.471
17.4,0.0254,55.5,0.016570599999999998,125.26100000000001
17.4,0.0254,55.5,0.016570599999999998,124.931
17.4,0.0254,55.5,0.016570599999999998,124.101
17.4,0.0254,55.5,0.016570599999999998,121.771
17.4,0.0254,55.5,0.016570599999999998,118.941
17.4,0.0254,55.5,0.016570599999999998,114.861
17.4,0.0254,39.6,0.0172206,114.044
17.4,0.0254,39.6,0.0172206,114.714
17.4,0.0254,39.6,0.0172206,115.14399999999999
17.4,0.0254,39.6,0.0172206,115.444
17.4,0.0254,39.6,0.0172206,117.514
17.4,0.0254,39.6,0.0172206,124.514
17.4,0.0254,39.6,0.0172206,135.32399999999998
17.4,0.0254,39.6,0.0172206,138.274
17.4,0.0254,39.6,0.0172206,131.364
17.4,0.0254,39.6,0.0172206,127.61399999999999
17.4,0.0254,39.6,0.0172206,126.64399999999999
17.4,0.0254,39.6,0.0172206,124.154
17.4,0.0254,39.6,0.0172206,123.564
17.4,0.0254,39.6,0.0172206,122.72399999999999
17.4,0.0254,39.6,0.0172206,119.854
17.4,0.0254,31.7,0.017663099999999998,116.146
17.4,0.0254,31.7,0.017663099999999998,116.956
17.4,0.0254,31.7,0.017663099999999998,118.416
17.4,0.0254,31.7,0.017663099999999998,120.766
17.4,0.0254,31.7,0.017663099999999998,127.676
17.4,0.0254,31.7,0.017663099999999998,136.886
17.4,0.0254,31.7,0.017663099999999998,139.226
17.4,0.0254,31.7,0.017663099999999998,131.796
17.4,0.0254,31.7,0.017663099999999998,128.306
17.4,0.0254,31.7,0.017663099999999998,126.846
17.4,0.0254,31.7,0.017663099999999998,124.35600000000001
17.4,0.0254,31.7,0.017663099999999998,124.166
17.4,0.0254,31.7,0.017663099999999998,123.46600000000001
17.4,0.0254,31.7,0.017663099999999998,121.99600000000001
17.4,0.0254,31.7,0.017663099999999998,117.99600000000001
22.2,0.0254,71.3,0.0214178,115.85700000000001
22.2,0.0254,71.3,0.0214178,117.927
22.2,0.0254,71.3,0.0214178,117.96700000000001
22.2,0.0254,71.3,0.0214178,120.65700000000001
22.2,0.0254,71.3,0.0214178,123.227
22.2,0.0254,71.3,0.0214178,134.247
22.2,0.0254,71.3,0.0214178,140.987
22.2,0.0254,71.3,0.0214178,131.817
22.2,0.0254,71.3,0.0214178,127.197
22.2,0.0254,71.3,0.0214178,126.09700000000001
22.2,0.0254,71.3,0.0214178,124.12700000000001
22.2,0.0254,71.3,0.0214178,123.917
22.2,0.0254,71.3,0.0214178,125.727
22.2,0.0254,71.3,0.0214178,123.12700000000001
22.2,0.0254,71.3,0.0214178,121.65700000000001
22.2,0.0254,39.6,0.022902799999999997,116.066
22.2,0.0254,39.6,0.022902799999999997,117.38600000000001
22.2,0.0254,39.6,0.022902799999999997,120.71600000000001
22.2,0.0254,39.6,0.022902799999999997,123.416
22.2,0.0254,39.6,0.022902799999999997,129.776
22.2,0.0254,39.6,0.022902799999999997,137.026
22.2,0.0254,39.6,0.022902799999999997,137.076
22.2,0.0254,39.6,0.022902799999999997,128.416
22.2,0.0254,39.6,0.022902799999999997,126.446
22.2,0.0254,39.6,0.022902799999999997,122.21600000000001
22.2,0.0254,39.6,0.022902799999999997,121.256
22.2,0.0254,39.6,0.022902799999999997,121.306
22.2,0.0254,39.6,0.022902799999999997,120.85600000000001
22.2,0.0254,39.6,0.022902799999999997,119.646
22.2,0.0254,39.6,0.022902799999999997,118.816
0.0,0.1016,71.3,0.00121072,124.155
0.0,0.1016,71.3,0.00121072,126.805
0.0,0.1016,71.3,0.00121072,128.825
0.0,0.1016,71.3,0.00121072,130.335
0.0,0.1016,71.3,0.00121072,131.725
0.0,0.1016,71.3,0.00121072,132.095
0.0,0.1016,71.3,0.00121072,132.595
0.0,0.1016,71.3,0.00121072,131.955
0.0,0.1016,71.3,0.00121072,130.935
0.0,0.1016,71.3,0.00121072,130.795
0.0,0.1016,71.3,0.00121072,129.395
0.0,0.1016,71.3,0.00121072,125.465
0.0,0.1016,71.3,0.00121072,123.305
0.0,0.1016,71.3,0.00121072,119.375
0.0,0.1016,55.5,0.00131983,126.17
0.0,0.1016,55.5,0.00131983,127.92
0.0,0.1016,55.5,0.00131983,129.8
0.0,0.1016,55.5,0.00131983,131.43
0.0,0.1016,55.5,0.00131983,132.05
0.0,0.1016,55.5,0.00131983,132.54
0.0,0.1016,55.5,0.00131983,133.04
0.0,0.1016,55.5,0.00131983,131.78
0.0,0.1016,55.5,0.00131983,129.5
0.0,0.1016,55.5,0.00131983,128.36
0.0,0.1016,55.5,0.00131983,127.73
0.0,0.1016,55.5,0.00131983,124.45
0.0,0.1016,55.5,0.00131983,121.93
0.0,0.1016,55.5,0.00131983,119.91
0.0,0.1016,39.6,0.00146332,125.40100000000001
0.0,0.1016,39.6,0.00146332,128.401
0.0,0.1016,39.6,0.00146332,130.781
0.0,0.1016,39.6,0.00146332,132.27100000000002
0.0,0.1016,39.6,0.00146332,133.261
0.0,0.1016,39.6,0.00146332,133.251
0.0,0.1016,39.6,0.00146332,132.611
0.0,0.1016,39.6,0.00146332,130.961
0.0,0.1016,39.6,0.00146332,127.801
0.0,0.1016,39.6,0.00146332,126.021
0.0,0.1016,39.6,0.00146332,125.631
0.0,0.1016,39.6,0.00146332,122.34100000000001
0.0,0.1016,39.6,0.00146332,119.561
0.0,0.1016,31.7,0.00150092,126.413
0.0,0.1016,31.7,0.00150092,129.053
0.0,0.1016,31.7,0.00150092,131.313
0.0,0.1016,31.7,0.00150092,133.063
0.0,0.1016,31.7,0.00150092,133.553
0.0,0.1016,31.7,0.00150092,133.153
0.0,0.1016,31.7,0.00150092,132.003
0.0,0.1016,31.7,0.00150092,129.97299999999998
0.0,0.1016,31.7,0.00150092,126.93299999999999
0.0,0.1016,31.7,0.00150092,124.39299999999999
0.0,0.1016,31.7,0.00150092,124.25299999999999
0.0,0.1016,31.7,0.00150092,120.193
0.0,0.1016,31.7,0.00150092,115.89299999999999
3.3,0.1016,71.3,0.00202822,131.07399999999998
3.3,0.1016,71.3,0.00202822,131.434
3.3,0.1016,71.3,0.00202822,132.304
3.3,0.1016,71.3,0.00202822,133.664
3.3,0.1016,71.3,0.00202822,134.034
3.3,0.1016,71.3,0.00202822,133.894
3.3,0.1016,71.3,0.00202822,132.114
3.3,0.1016,71.3,0.00202822,128.704
3.3,0.1016,71.3,0.00202822,127.054
3.3,0.1016,71.3,0.00202822,124.904
3.3,0.1016,71.3,0.00202822,121.234
3.3,0.1016,71.3,0.00202822,116.694
3.3,0.1016,55.5,0.002211,126.59899999999999
3.3,0.1016,55.5,0.002211,129.119
3.3,0.1016,55.5,0.002211,131.129
3.3,0.1016,55.5,0.002211,132.769
3.3,0.1016,55.5,0.002211,133.649
3.3,0.1016,55.5,0.002211,133.649
3.3,0.1016,55.5,0.002211,132.889
3.3,0.1016,55.5,0.002211,130.629
3.3,0.1016,55.5,0.002211,127.229
3.3,0.1016,55.5,0.002211,124.839
3.3,0.1016,55.5,0.002211,123.839
3.3,0.1016,55.5,0.002211,120.569
3.3,0.1016,55.5,0.002211,115.65899999999999
3.3,0.1016,39.6,0.00245138,127.251
3.3,0.1016,39.6,0.00245138,129.991
3.3,0.1016,39.6,0.00245138,131.971
3.3,0.1016,39.6,0.00245138,133.211
3.3,0.1016,39.6,0.00245138,133.071
3.3,0.1016,39.6,0.00245138,132.30100000000002
3.3,0.1016,39.6,0.00245138,130.791
3.3,0.1016,39.6,0.00245138,128.401
3.3,0.1016,39.6,0.00245138,124.881
3.3,0.1016,39.6,0.00245138,122.37100000000001
3.3,0.1016,39.6,0.00245138,120.851
3.3,0.1016,39.6,0.00245138,118.09100000000001
3.3,0.1016,39.6,0.00245138,115.321
3.3,0.1016,31.7,0.00251435,128.952
3.3,0.1016,31.7,0.00251435,131.362
3.3,0.1016,31.7,0.00251435,133.012
3.3,0.1016,31.7,0.00251435,134.02200000000002
3.3,0.1016,31.7,0.00251435,133.40200000000002
3.3,0.1016,31.7,0.00251435,131.642
3.3,0.1016,31.7,0.00251435,130.392
3.3,0.1016,31.7,0.00251435,128.252
3.3,0.1016,31.7,0.00251435,124.852
3.3,0.1016,31.7,0.00251435,122.08200000000001
3.3,0.1016,31.7,0.00251435,120.70200000000001
3.3,0.1016,31.7,0.00251435,117.432
6.7,0.1016,71.3,0.00478288,131.44799999999998
6.7,0.1016,71.3,0.00478288,134.47799999999998
6.7,0.1016,71.3,0.00478288,136.75799999999998
6.7,0.1016,71.3,0.00478288,137.658
6.7,0.1016,71.3,0.00478288,136.678
6.7,0.1016,71.3,0.00478288,134.56799999999998
6.7,0.1016,71.3,0.00478288,131.458
6.7,0.1016,71.3,0.00478288,124.458
6.7,0.1016,55.5,0.0052139,129.343
6.7,0.1016,55.5,0.0052139,133.023
6.7,0.1016,55.5,0.0052139,135.953
6.7,0.1016,55.5,0.0052139,137.233
6.7,0.1016,55.5,0.0052139,136.88299999999998
6.7,0.1016,55.5,0.0052139,133.653
6.7,0.1016,55.5,0.0052139,129.653
6.7,0.1016,55.5,0.0052139,124.273
6.7,0.1016,39.6,0.00578076,128.295
6.7,0.1016,39.6,0.00578076,130.955
6.7,0.1016,39.6,0.00578076,133.355
6.7,0.1016,39.6,0.00578076,134.625
6.7,0.1016,39.6,0.00578076,134.515
6.7,0.1016,39.6,0.00578076,132.395
6.7,0.1016,39.6,0.00578076,127.375
6.7,0.1016,39.6,0.00578076,122.235
6.7,0.1016,31.7,0.00592927,126.266
6.7,0.1016,31.7,0.00592927,128.296
6.7,0.1016,31.7,0.00592927,130.20600000000002
6.7,0.1016,31.7,0.00592927,132.116
6.7,0.1016,31.7,0.00592927,132.886
6.7,0.1016,31.7,0.00592927,131.636
6.7,0.1016,31.7,0.00592927,129.256
6.7,0.1016,31.7,0.00592927,124.346
6.7,0.1016,31.7,0.00592927,120.446
8.9,0.1016,71.3,0.0103088,133.503
8.9,0.1016,71.3,0.0103088,134.533
8.9,0.1016,71.3,0.0103088,136.583
8.9,0.1016,71.3,0.0103088,138.123
8.9,0.1016,71.3,0.0103088,138.523
8.9,0.1016,71.3,0.0103088,138.423
8.9,0.1016,71.3,0.0103088,137.813
8.9,0.1016,71.3,0.0103088,135.433
8.9,0.1016,71.3,0.0103088,132.793
8.9,0.1016,71.3,0.0103088,128.763
8.9,0.1016,71.3,0.0103088,124.23299999999999
8.9,0.1016,71.3,0.0103088,123.62299999999999
8.9,0.1016,71.3,0.0103088,123.26299999999999
8.9,0.1016,71.3,0.0103088,120.243
8.9,0.1016,71.3,0.0103088,116.723
8.9,0.1016,71.3,0.0103088,117.25299999999999
8.9,0.1016,39.6,0.012459600000000001,133.42
8.9,0.1016,39.6,0.012459600000000001,134.34
8.9,0.1016,39.6,0.012459600000000001,135.38
8.9,0.1016,39.6,0.012459600000000001,135.54
8.9,0.1016,39.6,0.012459600000000001,133.79
8.9,0.1016,39.6,0.012459600000000001,131.92
8.9,0.1016,39.6,0.012459600000000001,130.94
8.9,0.1016,39.6,0.012459600000000001,129.58
8.9,0.1016,39.6,0.012459600000000001,127.71
8.9,0.1016,39.6,0.012459600000000001,123.82
8.9,0.1016,39.6,0.012459600000000001,119.04
8.9,0.1016,39.6,0.012459600000000001,119.19
8.9,0.1016,39.6,0.012459600000000001,119.35
8.9,0.1016,39.6,0.012459600000000001,116.22
8.9,0.1016,39.6,0.012459600000000001,113.08
8.9,0.1016,39.6,0.012459600000000001,113.11
12.3,0.1016,71.3,0.033779199999999995,130.588
12.3,0.1016,71.3,0.033779199999999995,131.56799999999998
12.3,0.1016,71.3,0.033779199999999995,137.06799999999998
12.3,0.1016,71.3,0.033779199999999995,139.428
12.3,0.1016,71.3,0.033779199999999995,140.158
12.3,0.1016,71.3,0.033779199999999995,135.368
12.3,0.1016,71.3,0.033779199999999995,127.318
12.3,0.1016,71.3,0.033779199999999995,127.928
12.3,0.1016,71.3,0.033779199999999995,126.648
12.3,0.1016,71.3,0.033779199999999995,124.74799999999999
12.3,0.1016,71.3,0.033779199999999995,122.21799999999999
12.3,0.1016,71.3,0.033779199999999995,121.318
12.3,0.1016,71.3,0.033779199999999995,120.79799999999999
12.3,0.1016,71.3,0.033779199999999995,118.01799999999999
12.3,0.1016,71.3,0.033779199999999995,116.10799999999999
12.3,0.1016,71.3,0.033779199999999995,113.958
12.3,0.1016,55.5,0.0368233,132.304
12.3,0.1016,55.5,0.0368233,133.29399999999998
12.3,0.1016,55.5,0.0368233,135.674
12.3,0.1016,55.5,0.0368233,136.414
12.3,0.1016,55.5,0.0368233,133.774
12.3,0.1016,55.5,0.0368233,124.244
12.3,0.1016,55.5,0.0368233,125.11399999999999
12.3,0.1016,55.5,0.0368233,125.484
12.3,0.1016,55.5,0.0368233,124.214
12.3,0.1016,55.5,0.0368233,121.824
12.3,0.1016,55.5,0.0368233,118.564
12.3,0.1016,55.5,0.0368233,117.054
12.3,0.1016,55.5,0.0368233,116.914
12.3,0.1016,55.5,0.0368233,114.404
12.3,0.1016,55.5,0.0368233,112.014
12.3,0.1016,55.5,0.0368233,110.124
12.3,0.1016,39.6,0.0408268,128.545
12.3,0.1016,39.6,0.0408268,129.675
12.3,0.1016,39.6,0.0408268,129.415
12.3,0.1016,39.6,0.0408268,128.265
12.3,0.1016,39.6,0.0408268,122.205
12.3,0.1016,39.6,0.0408268,121.315
12.3,0.1016,39.6,0.0408268,122.315
12.3,0.1016,39.6,0.0408268,122.435
12.3,0.1016,39.6,0.0408268,121.165
12.3,0.1016,39.6,0.0408268,117.875
12.3,0.1016,39.6,0.0408268,114.085
12.3,0.1016,39.6,0.0408268,113.315
12.3,0.1016,39.6,0.0408268,113.055
12.3,0.1016,39.6,0.0408268,110.905
12.3,0.1016,39.6,0.0408268,108.625
12.3,0.1016,39.6,0.0408268,107.985
12.3,0.1016,31.7,0.0418756,124.98700000000001
12.3,0.1016,31.7,0.0418756,125.85700000000001
12.3,0.1016,31.7,0.0418756,124.71700000000001
12.3,0.1016,31.7,0.0418756,123.20700000000001
12.3,0.1016,31.7,0.0418756,118.667
12.3,0.1016,31.7,0.0418756,119.287
12.3,0.1016,31.7,0.0418756,120.037
12.3,0.1016,31.7,0.0418756,119.777
12.3,0.1016,31.7,0.0418756,118.76700000000001
12.3,0.1016,31.7,0.0418756,114.477
12.3,0.1016,31.7,0.0418756,110.447
12.3,0.1016,31.7,0.0418756,110.31700000000001
12.3,0.1016,31.7,0.0418756,110.307
12.3,0.1016,31.7,0.0418756,108.40700000000001
12.3,0.1016,31.7,0.0418756,107.147
12.3,0.1016,31.7,0.0418756,107.26700000000001
15.6,0.1016,71.3,0.0437259,130.898
15.6,0.1016,71.3,0.0437259,132.158
15.6,0.1016,71.3,0.0437259,133.808
15.6,0.1016,71.3,0.0437259,134.058
15.6,0.1016,71.3,0.0437259,130.638
15.6,0.1016,71.3,0.0437259,122.288
15.6,0.1016,71.3,0.0437259,124.18799999999999
15.6,0.1016,71.3,0.0437259,124.43799999999999
15.6,0.1016,71.3,0.0437259,123.178
15.6,0.1016,71.3,0.0437259,121.52799999999999
15.6,0.1016,71.3,0.0437259,119.88799999999999
15.6,0.1016,71.3,0.0437259,118.99799999999999
15.6,0.1016,71.3,0.0437259,116.46799999999999
15.6,0.1016,71.3,0.0437259,113.29799999999999
15.6,0.1016,39.6,0.0528487,123.514
15.6,0.1016,39.6,0.0528487,124.64399999999999
15.6,0.1016,39.6,0.0528487,122.75399999999999
15.6,0.1016,39.6,0.0528487,120.484
15.6,0.1016,39.6,0.0528487,115.304
15.6,0.1016,39.6,0.0528487,118.084
15.6,0.1016,39.6,0.0528487,118.964
15.6,0.1016,39.6,0.0528487,119.22399999999999
15.6,0.1016,39.6,0.0528487,118.214
15.6,0.1016,39.6,0.0528487,114.554
15.6,0.1016,39.6,0.0528487,110.89399999999999
15.6,0.1016,39.6,0.0528487,110.264
15.6,0.1016,39.6,0.0528487,109.25399999999999
15.6,0.1016,39.6,0.0528487,106.604
15.6,0.1016,39.6,0.0528487,106.22399999999999
15.6,0.1016,39.6,0.0528487,104.204
